0.10000000000000E+00  -0.25494115035128E+00  -0.21371191669796E+00  -4.499572081717916E-003  0.20782820678425E+02       
0.19950000000000E+00  -0.25509904409123E+00  -0.21375767570155E+00  -4.507072753787847E-003  0.20707275889322E+02
0.29900000000000E+00  -0.25536605814177E+00  -0.21383370802916E+00  -4.519255236259819E-003  0.20582486584325E+02
0.39850000000000E+00  -0.25574038145629E+00  -0.21394001322566E+00  -4.535874432942800E-003  0.20411579317777E+02
0.49800000000000E+00  -0.25622131028396E+00  -0.21407660063341E+00  -4.556564616476775E-003  0.20198276127585E+02
0.59750000000000E+00  -0.25680829470243E+00  -0.21424348625470E+00  -4.580815224884727E-003  0.19946903017858E+02
0.69700000000000E+00  -0.25749801964974E+00  -0.21444069132278E+00  -4.607937045075783E-003  0.19662778897502E+02
0.79650000000000E+00  -0.25827562663232E+00  -0.21466824408195E+00  -4.637016491323051E-003  0.19353686699526E+02
0.89600000000000E+00  -0.25915351261458E+00  -0.21492626108165E+00  -4.666854802906709E-003  0.19021339539196E+02
0.99550000000000E+00  -0.26011319034583E+00  -0.21521470172404E+00  -4.695887816584652E-003  0.18673648839601E+02
0.10950000000000E+01  -0.26115623408983E+00  -0.21553356063402E+00  -4.722080398509466E-003  0.18313922462496E+02
0.11945000000000E+01  -0.26228709889711E+00  -0.21588286784644E+00  -4.742787481139403E-003  0.17944650604919E+02
0.12940000000000E+01  -0.26350622281597E+00  -0.21626265764397E+00  -4.754570708300847E-003  0.17568743208944E+02
0.13935000000000E+01  -0.26481112881132E+00  -0.21667296700125E+00  -4.752955607993940E-003  0.17189171530819E+02
0.14930000000000E+01  -0.26619483597159E+00  -0.21711383602957E+00  -4.732108498177201E-003  0.16809096555313E+02
0.15925000000000E+01  -0.26764005446648E+00  -0.21758531191983E+00  -4.684404269676552E-003  0.16432546898191E+02
0.16920000000000E+01  -0.26915952931425E+00  -0.21808757135966E+00  -4.599844726064647E-003  0.16058920349736E+02
0.17915000000000E+01  -0.27074654022040E+00  -0.21862063983034E+00  -4.465270719148401E-003  0.15690008969194E+02
0.18910000000000E+01  -0.27238759198786E+00  -0.21918442878944E+00  -4.263287533380408E-003  0.15328124056253E+02
0.19905000000000E+01  -0.27409567965824E+00  -0.21977896060662E+00  -3.970788245697786E-003  0.14972148094422E+02
0.20900000000000E+01  -0.27587462240008E+00  -0.22040425717596E+00  -3.556908593642973E-003  0.14622088100279E+02
0.21895000000000E+01  -0.27772301189301E+00  -0.22106033515143E+00  -2.980170643102804E-003  0.14278436280223E+02
0.22890000000000E+01  -0.27963377707680E+00  -0.22174720488350E+00  -2.184457777303822E-003  0.13942108422734E+02
0.23885000000000E+01  -0.28158943893152E+00  -0.22246487427954E+00  -1.093288801715708E-003  0.13614796142414E+02
0.24880000000000E+01  -0.28358582025221E+00  -0.22321350438280E+00   3.984102078573779E-004  0.13296775175848E+02
0.25875000000000E+01  -0.28565246186519E+00  -0.22399326713442E+00   2.436257483898195E-003  0.12985350442838E+02
0.26870000000000E+01  -0.28773938786045E+00  -0.22480369581606E+00   5.223974915408906E-003  0.12684653849082E+02
0.27865000000000E+01  -0.28986660100854E+00  -0.22564466914564E+00   9.049501181336373E-003  0.12392778703608E+02
0.28860000000000E+01  -0.29203972738359E+00  -0.22651604748924E+00   1.432432786314487E-002  0.12109119593231E+02
0.29855000000000E+01  -0.29425640549052E+00  -0.22741765700463E+00   2.164356461876954E-002  0.11833704762956E+02
0.30850000000000E+01  -0.29650654740773E+00  -0.22834928252976E+00   3.187897893671311E-002  0.11567079143912E+02
0.31845000000000E+01  -0.29876748511442E+00  -0.22931066814354E+00   4.632529485423656E-002  0.11310554702502E+02
0.32840000000000E+01  -0.30099782496550E+00  -0.23030158818219E+00   6.693388588909552E-002  0.11066525475271E+02
0.33835000000000E+01  -0.30329314239649E+00  -0.23132251082592E+00   9.669225416462529E-002  0.10828670951367E+02
0.34830000000000E+01  -0.30552991891295E+00  -0.23237189551279E+00   0.140250895023950       0.10604393369486E+02
0.35825000000000E+01  -0.30773379282655E+00  -0.23344903520908E+00   0.204977488415074       0.10391756667106E+02
0.36820000000000E+01  -0.30990699484031E+00  -0.23455313623714E+00   0.302763082421338       0.10190351788586E+02
0.37815000000000E+01  -0.31203863533524E+00  -0.23568326871904E+00   0.453177614958359       0.10000560627361E+02
